boundary,states,,,,,,,,,,,,
feature,State of Nevada,,,,,,,,,,,,
center,"-117.0227, 38.502",,,,,,,,,,,,
scenario,Medium (RCP 4.5),,,,,,,,,,,,
climate indicator,Minimum Temperature,,,,,,,,,,,,
units,°F,,,,,,,,,,,,
,,,,,CanESM2 (Average),,,,CNRM-CM5 (Cool/Wet),,,HadGEM2-ES (Warm/Dry),MIROC5 (Complement)
year,ModeledRCP4.5RangeMin,ModeledRCP4.5RangeMax,Observed,ACCESS1-0,CanESM2,CCSM4,CESM1-BGC,CMCC-CMS,CNRM-CM5,GFDL-CM3,HadGEM2-CC,HadGEM2-ES,MIROC5 
2035,32.28520584,38.90968704,,35.80615997,37.39675903,37.50969696,37.09144974,38.21458054,37.70322418,34.20649338,36.91209793,35.99781418,36.33811569
2036,31.99296951,40.33587646,,36.0328064,39.75574493,33.18998337,36.84211349,34.21039581,37.38835526,37.56847382,36.43984985,36.58366013,37.18087769
2037,32.27081299,39.46246338,,35.93920136,39.22938919,36.65380859,36.15486526,36.22418976,35.52974319,37.43196869,37.39258575,36.97428131,37.84829712
2038,33.60713577,39.64131927,,37.33605957,36.38546753,36.04071808,37.14984131,36.32498932,37.86576462,36.55910492,36.7779007,36.84436798,38.79158401
2039,32.51427078,39.72415924,,35.29309845,36.6646843,36.64622879,34.29361725,37.41060257,36.02116013,36.22325516,36.84326935,35.08594894,36.26544189
2040,33.21618652,39.39028168,,33.9244194,36.96147919,34.27411652,37.63593292,35.58538818,36.24171066,36.35163116,36.1560173,35.31924438,35.13368607
2041,33.14867401,39.62308502,,35.57451248,37.74738693,38.56877899,37.49849319,35.82555008,35.85120392,38.23259735,37.63186646,37.31546021,35.4863472
2042,32.97663116,40.04144287,,36.96082306,36.50340652,38.56861496,35.84834671,36.2857666,35.91860199,35.62389374,36.32844925,37.95371246,37.86878586
2043,33.74116898,40.14339447,,38.27209473,36.66852951,36.52488327,36.85458374,39.90037918,37.66647339,38.74187088,36.4580307,37.92404938,39.16638184
2044,33.48348236,40.39696121,,37.56611252,36.25681686,38.45386505,37.25327683,38.91017914,38.35839081,39.40950775,35.08770752,37.77935791,37.36572266
2045,31.67117882,40.40860748,,36.0186348,39.47432709,36.45781326,35.12824631,37.72849274,37.2894783,37.73898315,33.87976074,37.79957199,35.7218399
2046,33.02809906,40.09285736,,34.82623291,39.08903885,37.84494781,36.43556595,37.53705597,38.23644257,37.63246918,36.09619904,38.65864944,36.68544769
2047,32.83303833,40.6644783,,36.88067627,37.17033005,35.7675972,35.61823654,34.48911667,39.46191406,34.86809158,38.84030914,38.48891068,38.45968628
2048,33.50891876,40.97187424,,37.17423248,38.5022049,38.15047455,36.89325714,36.275383,38.91852951,36.71110153,39.37792206,37.63126373,38.69089508
2049,34.18413544,40.73989868,,37.91267776,37.68509674,38.68880463,37.13237381,37.44482422,38.77636719,39.65620804,38.5508728,38.36943436,36.03220367
2050,33.53847122,40.50506592,,38.45682907,38.64848709,37.8161087,37.39225388,33.53984451,39.45521164,37.9709053,38.49127197,37.34633255,36.06719208
2051,34.08493042,40.34059906,,36.95598602,38.97890091,36.31202316,38.66513062,37.22284698,38.86354446,37.16472626,40.15070343,36.92549896,34.74658203
2052,33.41608429,42.22717285,,38.23336792,36.55883026,35.58286285,36.46385574,35.8294487,38.69973755,38.45935822,38.97022247,38.83849335,35.89756393
2053,33.90404129,41.07476044,,37.28766632,39.12172318,37.75304413,36.68935013,37.6231308,36.11437988,36.41617584,38.6646347,38.13509369,37.85499954
2054,34.1537056,41.42192841,,35.98589325,38.8302002,38.21820831,37.64384079,37.35731888,37.35435104,38.5442276,38.35471344,37.35138702,38.76807404
2055,33.96320343,40.8754158,,39.17709351,39.3903923,37.59720612,38.26264572,37.16928864,38.56279373,39.0581131,37.31414032,37.49766922,37.47635651
2056,34.09454346,40.7069931,,38.80927277,37.71574783,37.74447632,39.62698364,36.3820076,36.92797089,38.68550873,39.78798676,37.95980835,36.59041595
2057,33.76945877,40.7178154,,38.96692657,38.20370483,36.32229614,39.98019409,35.14972687,35.73722076,37.25476074,37.81594086,39.75623703,35.74534988
2058,34.45940018,41.53459549,,37.16527557,40.2917099,38.4611702,35.91860199,36.86925125,38.14608002,38.30933762,37.25058746,38.96220016,35.65267944
2059,34.61611938,41.86764526,,36.17842865,40.00656128,38.34290314,36.77850342,37.50579834,39.52876663,37.91783905,37.68888474,38.88062668,39.06580353
2060,33.93276978,41.23093414,,37.22317505,39.87906647,38.97098923,36.5854187,37.00762177,40.95023346,38.79724121,38.52461624,37.34325409,39.28624344
2061,33.72606277,41.45269012,,36.78438187,38.50516891,38.48682404,38.49319458,39.09700394,37.04838181,38.52038574,38.63129425,38.13471222,38.87139893
2062,34.47379303,42.71370316,,38.21683502,39.69438553,40.10626221,37.88592529,37.99034882,39.58644485,38.45056915,38.32131195,38.42150879,35.52397537
2063,33.3996048,40.82300949,,38.29170609,37.01657867,37.34775925,35.9978714,38.90111542,39.03404999,38.83926392,37.80638504,38.58295441,36.11174393
2064,34.65572357,41.9131279,,38.75400925,38.30472565,37.31194305,39.6447258,36.90451813,40.24556732,37.26992035,39.09442139,39.09348679,36.51796341
2065,33.14697266,41.08591461,,38.79685593,38.78460693,36.49879074,37.95552444,36.69061279,37.12578201,37.51936722,40.42288971,37.89295578,38.34257126
2066,34.7672348,42.07979202,,38.34427643,39.5064621,37.96453094,35.17664337,39.13325882,38.84887695,38.8155899,40.00518799,39.52458954,37.84522247
2067,34.72087479,42.40498734,,39.94119263,39.53953171,38.1299324,38.09351349,37.71162796,37.31414032,41.2647171,38.8896904,39.70564651,38.88117599
2068,34.19133377,42.31583405,,37.42548752,39.67922211,37.20032501,35.04920197,38.84349442,39.07404327,39.43648148,38.8217392,39.95388031,37.97178268
2069,32.40786743,42.80395508,,38.6150322,39.31733322,37.44542694,37.47718048,39.97772217,38.52576828,38.07818604,39.47163773,39.14028931,38.74961472
2070,32.8328743,41.93268585,,37.01844406,37.88076019,38.11257172,37.35171509,37.56078339,39.76403809,37.94997406,39.03624725,39.3601265,40.39679718
2071,33.84141922,41.2411499,,37.94085693,39.16248322,37.76963425,35.39049149,39.09612274,36.75839996,37.71646118,38.025177,39.36309052,39.47762299
2072,34.73674774,42.42998123,,40.08341217,37.11820221,36.5542717,37.69042206,39.01779175,39.80952072,36.71159744,38.85673141,40.18212128,39.11414337
2073,34.97471237,41.23384476,,39.67125702,39.63027954,38.47545242,38.5390625,39.63462067,40.27600098,40.33115387,37.68037033,38.90446854,36.82728195
2074,32.44066238,41.83479691,,40.29692841,41.58282471,36.65842438,38.50467682,37.76040649,38.63925934,37.54831696,38.58317184,40.67744064,38.20029831
2075,34.44022751,42.43531036,,39.12287521,39.51508713,37.91119385,37.61093903,38.86409378,38.19942093,38.59806061,39.02833939,39.01966095,37.0280571
2076,33.82048798,42.49403,,38.95841217,40.08242035,38.56817627,36.62760544,39.50783539,41.15073395,40.74204254,39.06794357,41.70999146,37.1913147
2077,33.18146896,41.87264252,,40.61086273,39.28366089,37.62543869,37.91773224,38.7660408,38.94698334,39.8797226,38.52999878,39.73844147,36.9044075
2078,32.38644409,42.20421219,,40.73220825,39.25949097,36.78795242,38.86206055,38.68001556,40.25430298,38.7778511,40.15493011,39.34326172,37.21120071
2079,34.40891647,41.6955986,,38.59503937,40.61135864,37.68311691,38.52313232,36.59690094,40.16855621,38.62612915,39.94426727,39.43115234,38.7230835
2080,32.98635101,42.22074509,,39.65285492,41.09047318,38.37432098,37.5631485,36.22968292,39.26548004,38.93682098,38.88106537,39.25614166,36.70615768
2081,34.56404495,42.00904083,,38.01918793,38.71643829,37.86697388,37.90751266,38.65952683,39.16275787,37.6802597,38.11169434,39.92509842,37.98095703
2082,35.8034668,42.52814484,,39.69235229,38.41480637,38.58498383,37.52293777,39.14045334,42.32731247,38.55252075,37.32814789,39.01054001,37.07892609
2083,32.78464508,42.36928177,,38.95681763,39.58721161,40.74978638,38.97879028,37.11100388,39.44153595,38.18865204,39.71668625,39.77227783,36.96664429
2084,35.29584503,42.73073196,,38.03956985,42.15070724,37.08886719,37.59286499,37.85241699,38.93967819,39.77639771,39.8103447,40.26737595,39.84313965
2085,33.75292206,42.25881195,,39.60968018,41.84864044,37.80528641,36.75576019,38.48555756,38.14481735,40.78582001,38.29851532,40.55521774,38.07950592
2086,33.86833572,41.85660553,,38.95780563,40.76703644,36.89160919,38.59443283,38.62123871,41.01494217,38.88062668,39.62226105,37.83692551,37.66823196
2087,34.32196045,42.63899612,,37.04124069,40.1454277,39.20752716,34.89714813,40.85300446,39.07382202,39.26278687,39.72091675,40.91370392,36.49884796
2088,35.44580841,42.29039764,,37.76793289,41.16770554,37.91701508,37.02130127,41.23016357,39.56474686,37.22658157,40.83234787,39.40505981,37.88130951
2089,34.89819336,42.13521576,,38.45380783,40.08088303,38.64173126,35.80643463,40.77758026,37.31177902,40.61119461,39.5333786,39.71839142,40.22908783
2090,35.17900467,41.93251801,,37.94014359,38.87041092,36.1927681,36.45951462,38.37838745,39.80260086,40.3228035,39.82869339,40.15745926,38.15146637
2091,34.54366302,42.63306427,,39.27031326,36.210289,39.74063873,38.10230255,39.06294632,40.16405106,40.02485275,39.68713379,40.11345673,37.64730072
2092,34.63375092,42.13417435,,39.00252151,40.23216629,38.3139534,38.20090485,37.47377396,41.19385529,40.06259155,40.04056549,40.13729858,38.26506424
2093,34.28630829,41.99321747,,39.19719696,39.68828583,38.33125687,37.10419464,37.93289185,39.843853,40.06132889,40.35988235,38.3455925,37.81769943
2094,34.49087524,42.33478546,,39.30233765,40.43244553,39.06997681,39.30535889,39.87505341,40.90666962,40.84641266,37.44910812,40.00040817,39.07272339
2095,34.47708893,42.10242462,,38.97005463,38.48649216,40.37163544,36.23456955,38.93528366,41.92801666,40.22694778,38.98856735,40.40641022,38.33422089
2096,33.38532257,42.75402069,,37.1011734,37.71805573,39.57254791,38.08351517,38.65919876,40.59905243,39.1081543,39.88203049,39.60314178,39.26954269
2097,35.05095673,43.02038574,,39.02262497,39.66373444,37.29463959,37.79424286,41.25164032,41.46389771,39.04805756,40.84294891,39.95025635,39.01905441
2098,34.28037643,42.48337555,,38.84810638,40.83586502,39.98799515,36.43474197,37.94909668,40.80114746,38.72687531,40.35416794,41.49811935,38.88936234
2099,34.40858841,43.09267426,,41.10837936,38.19464111,39.44219208,36.82305145,37.37648773,40.08522415,38.98247147,40.14290237,39.07277679,40.25809479
2100,34.51416779,42.65531158,,39.52651215,37.97052002,39.24026489,39.2252121,40.82592011,38.52033234,40.10054779,,,
