"","year","model","precip","scenario","precipcm"
"434",2056,"CCSM4",9.775309207,"rcp45",24.82928538578
"435",2057,"CCSM4",8.241807018,"rcp45",20.93418982572
"436",2058,"CCSM4",10.52495378,"rcp45",26.7333826012
"437",2059,"CCSM4",12.43942031,"rcp45",31.5961275874
"438",2060,"CCSM4",15.52861059,"rcp45",39.4426708986
"439",2061,"CCSM4",12.1992867,"rcp45",30.986188218
"440",2062,"CCSM4",11.06812345,"rcp45",28.113033563
"441",2063,"CCSM4",14.43853444,"rcp45",36.6738774776
"442",2064,"CCSM4",8.891111986,"rcp45",22.58342444444
"443",2035,"CESM1.BGC",11.88572079,"rcp45",30.1897308066
"444",2036,"CESM1.BGC",12.63040036,"rcp45",32.0812169144
"445",2037,"CESM1.BGC",18.95073335,"rcp45",48.134862709
"446",2038,"CESM1.BGC",10.09386009,"rcp45",25.6384046286
"447",2039,"CESM1.BGC",7.695183639,"rcp45",19.54576644306
"448",2040,"CESM1.BGC",12.7935659,"rcp45",32.495657386
"449",2041,"CESM1.BGC",12.56835762,"rcp45",31.9236283548
"450",2042,"CESM1.BGC",10.84101976,"rcp45",27.5361901904
"451",2043,"CESM1.BGC",10.76558087,"rcp45",27.3445754098
"452",2044,"CESM1.BGC",9.19866164,"rcp45",23.3646005656
"453",2045,"CESM1.BGC",8.98691831,"rcp45",22.8267725074
"454",2046,"CESM1.BGC",13.94587189,"rcp45",35.4225146006
"455",2047,"CESM1.BGC",9.595999796,"rcp45",24.37383948184
"456",2048,"CESM1.BGC",9.843113598,"rcp45",25.00150853892
"457",2049,"CESM1.BGC",10.63128437,"rcp45",27.0034622998
"458",2050,"CESM1.BGC",10.47014096,"rcp45",26.5941580384
"459",2051,"CESM1.BGC",15.7375079,"rcp45",39.973270066
"460",2052,"CESM1.BGC",8.001371549,"rcp45",20.32348373446
"461",2053,"CESM1.BGC",10.43870501,"rcp45",26.5143107254
"462",2054,"CESM1.BGC",10.2141646,"rcp45",25.943978084
"463",2055,"CESM1.BGC",12.35943863,"rcp45",31.3929741202
"464",2056,"CESM1.BGC",14.27257169,"rcp45",36.2523320926
"465",2057,"CESM1.BGC",14.97100717,"rcp45",38.0263582118
"466",2058,"CESM1.BGC",9.307837041,"rcp45",23.64190608414
"467",2059,"CESM1.BGC",9.872052326,"rcp45",25.07501290804
"468",2060,"CESM1.BGC",8.933813279,"rcp45",22.69188572866
"469",2061,"CESM1.BGC",13.20841323,"rcp45",33.5493696042
"470",2062,"CESM1.BGC",9.036129691,"rcp45",22.95176941514
"471",2063,"CESM1.BGC",10.04514047,"rcp45",25.5146567938
"472",2064,"CESM1.BGC",18.5134452,"rcp45",47.024150808
"473",2035,"CMCC.CMS",16.65140731,"rcp45",42.2945745674
"474",2036,"CMCC.CMS",6.841902545,"rcp45",17.3784324643
"475",2037,"CMCC.CMS",8.388270714,"rcp45",21.30620761356
"476",2038,"CMCC.CMS",9.595098684,"rcp45",24.37155065736
"477",2039,"CMCC.CMS",8.994975211,"rcp45",22.84723703594
"478",2040,"CMCC.CMS",8.817258823,"rcp45",22.39583741042
"479",2041,"CMCC.CMS",6.73341718,"rcp45",17.1028796372
"480",2042,"CMCC.CMS",11.52936359,"rcp45",29.2845835186
"481",2043,"CMCC.CMS",12.23407642,"rcp45",31.0745541068
"482",2044,"CMCC.CMS",15.39629907,"rcp45",39.1065996378
"483",2045,"CMCC.CMS",10.59410974,"rcp45",26.9090387396
"484",2046,"CMCC.CMS",11.49328319,"rcp45",29.1929393026
"485",2047,"CMCC.CMS",8.58107481,"rcp45",21.7959300174
"486",2048,"CMCC.CMS",5.72952138,"rcp45",14.5529843052
"487",2049,"CMCC.CMS",17.0654805,"rcp45",43.34632047
"488",2050,"CMCC.CMS",7.160500504,"rcp45",18.18767128016
"489",2051,"CMCC.CMS",6.756736409,"rcp45",17.16211047886
"490",2052,"CMCC.CMS",8.939195675,"rcp45",22.7055570145
"491",2053,"CMCC.CMS",11.80016421,"rcp45",29.9724170934
"492",2054,"CMCC.CMS",6.304113815,"rcp45",16.0124490901
"493",2055,"CMCC.CMS",7.65313312,"rcp45",19.4389581248
"494",2056,"CMCC.CMS",10.67756666,"rcp45",27.1210193164
"495",2057,"CMCC.CMS",7.651482225,"rcp45",19.4347648515
"496",2058,"CMCC.CMS",11.9879851,"rcp45",30.449482154
"497",2059,"CMCC.CMS",8.38216963,"rcp45",21.2907108602
"498",2060,"CMCC.CMS",9.02142215,"rcp45",22.914412261
"499",2061,"CMCC.CMS",13.84656496,"rcp45",35.1702749984
"500",2062,"CMCC.CMS",6.946864252,"rcp45",17.64503520008
"501",2063,"CMCC.CMS",9.627675153,"rcp45",24.45429488862
"502",2064,"CMCC.CMS",13.50058765,"rcp45",34.291492631
"503",2035,"CNRM.CM5",14.94089686,"rcp45",37.9498780244
"504",2036,"CNRM.CM5",12.94617846,"rcp45",32.8832932884
"505",2037,"CNRM.CM5",11.26261119,"rcp45",28.6070324226
"506",2038,"CNRM.CM5",16.05628623,"rcp45",40.7829670242
"507",2039,"CNRM.CM5",11.73282849,"rcp45",29.8013843646
"508",2040,"CNRM.CM5",10.15833348,"rcp45",25.8021670392
"509",2041,"CNRM.CM5",10.41136016,"rcp45",26.4448548064
"510",2042,"CNRM.CM5",9.670368181,"rcp45",24.56273517974
"511",2043,"CNRM.CM5",9.565576718,"rcp45",24.29656486372
"512",2044,"CNRM.CM5",14.09258013,"rcp45",35.7951535302
"513",2045,"CNRM.CM5",11.5998464,"rcp45",29.463609856
"514",2046,"CNRM.CM5",13.50269229,"rcp45",34.2968384166
"515",2047,"CNRM.CM5",12.22759815,"rcp45",31.058099301
"516",2048,"CNRM.CM5",12.82255958,"rcp45",32.5693013332
"517",2049,"CNRM.CM5",11.22052453,"rcp45",28.5001323062
"518",2050,"CNRM.CM5",15.31694515,"rcp45",38.905040681
"519",2051,"CNRM.CM5",14.41374046,"rcp45",36.6109007684
"520",2052,"CNRM.CM5",9.745197947,"rcp45",24.75280278538
"521",2053,"CNRM.CM5",8.489752504,"rcp45",21.56397136016
"522",2054,"CNRM.CM5",11.4842405,"rcp45",29.16997087
"523",2055,"CNRM.CM5",16.98133205,"rcp45",43.132583407
"524",2056,"CNRM.CM5",11.97637706,"rcp45",30.4199977324
"525",2057,"CNRM.CM5",8.260666459,"rcp45",20.98209280586
"526",2058,"CNRM.CM5",12.79129568,"rcp45",32.4898910272
"527",2059,"CNRM.CM5",17.41998803,"rcp45",44.2467695962
"528",2060,"CNRM.CM5",19.67283438,"rcp45",49.9689993252
"529",2061,"CNRM.CM5",12.39632644,"rcp45",31.4866691576
"530",2062,"CNRM.CM5",9.98993696,"rcp45",25.3744398784
"531",2063,"CNRM.CM5",13.36349841,"rcp45",33.9432859614
"532",2064,"CNRM.CM5",11.53304196,"rcp45",29.2939265784
"533",2035,"GFDL.CM3",6.801210199,"rcp45",17.27507390546
"534",2036,"GFDL.CM3",12.9954018,"rcp45",33.008320572
"535",2037,"GFDL.CM3",13.17826116,"rcp45",33.4727833464
"536",2038,"GFDL.CM3",7.745237403,"rcp45",19.67290300362
"537",2039,"GFDL.CM3",7.732518576,"rcp45",19.64059718304
"538",2040,"GFDL.CM3",6.739983659,"rcp45",17.11955849386
"539",2041,"GFDL.CM3",13.34279666,"rcp45",33.8907035164
"540",2042,"GFDL.CM3",10.26455091,"rcp45",26.0719593114
"541",2043,"GFDL.CM3",14.91886495,"rcp45",37.893916973
"542",2044,"GFDL.CM3",14.4212993,"rcp45",36.630100222
"543",2045,"GFDL.CM3",10.15792671,"rcp45",25.8011338434
"544",2046,"GFDL.CM3",10.0978168,"rcp45",25.648454672
"545",2047,"GFDL.CM3",6.456328013,"rcp45",16.39907315302
"546",2048,"GFDL.CM3",10.86898195,"rcp45",27.607214153
"547",2049,"GFDL.CM3",14.15113789,"rcp45",35.9438902406
"548",2050,"GFDL.CM3",7.671726074,"rcp45",19.48618422796
"549",2051,"GFDL.CM3",9.498012918,"rcp45",24.12495281172
"550",2052,"GFDL.CM3",12.72069673,"rcp45",32.3105696942
"551",2053,"GFDL.CM3",9.022092521,"rcp45",22.91611500334
"552",2054,"GFDL.CM3",10.0125256,"rcp45",25.431815024
"553",2055,"GFDL.CM3",11.90115704,"rcp45",30.2289388816
"554",2056,"GFDL.CM3",10.80945582,"rcp45",27.4560177828
"555",2057,"GFDL.CM3",10.78709225,"rcp45",27.399214315
"556",2058,"GFDL.CM3",11.7280497,"rcp45",29.789246238
"557",2059,"GFDL.CM3",9.674186045,"rcp45",24.5724325543
"558",2060,"GFDL.CM3",9.8704949,"rcp45",25.071057046
"559",2061,"GFDL.CM3",8.717082607,"rcp45",22.14138982178
"560",2062,"GFDL.CM3",10.99696316,"rcp45",27.9322864264
"561",2063,"GFDL.CM3",14.96493992,"rcp45",38.0109473968
"562",2064,"GFDL.CM3",9.640741035,"rcp45",24.4874822289
"563",2035,"HadGEM2.CC",12.72457204,"rcp45",32.3204129816
"564",2036,"HadGEM2.CC",8.535655238,"rcp45",21.68056430452
"565",2037,"HadGEM2.CC",12.65137461,"rcp45",32.1344915094
"566",2038,"HadGEM2.CC",14.80423017,"rcp45",37.6027446318
"567",2039,"HadGEM2.CC",15.57165909,"rcp45",39.5520140886
"568",2040,"HadGEM2.CC",12.8051901,"rcp45",32.525182854
"569",2041,"HadGEM2.CC",12.32741211,"rcp45",31.3116267594
"570",2042,"HadGEM2.CC",8.932327414,"rcp45",22.68811163156
"571",2043,"HadGEM2.CC",7.787203789,"rcp45",19.77949762406
"572",2044,"HadGEM2.CC",9.2213756,"rcp45",23.422294024
"573",2045,"HadGEM2.CC",5.693956784,"rcp45",14.46265023136
"574",2046,"HadGEM2.CC",8.673529675,"rcp45",22.0307653745
"575",2047,"HadGEM2.CC",7.930896989,"rcp45",20.14447835206
"576",2048,"HadGEM2.CC",9.760953918,"rcp45",24.79282295172
"577",2049,"HadGEM2.CC",12.2492552,"rcp45",31.113108208
"578",2050,"HadGEM2.CC",10.67838244,"rcp45",27.1230913976
"579",2051,"HadGEM2.CC",13.80481823,"rcp45",35.0642383042
"580",2052,"HadGEM2.CC",13.06874652,"rcp45",33.1946161608
"581",2053,"HadGEM2.CC",15.18233925,"rcp45",38.563141695
"582",2054,"HadGEM2.CC",9.138600083,"rcp45",23.21204421082
"583",2055,"HadGEM2.CC",12.84388849,"rcp45",32.6234767646
"584",2056,"HadGEM2.CC",12.34263421,"rcp45",31.3502908934
"585",2057,"HadGEM2.CC",12.41440613,"rcp45",31.5325915702
"586",2058,"HadGEM2.CC",11.5310608,"rcp45",29.288894432
"587",2059,"HadGEM2.CC",9.817697986,"rcp45",24.93695288444
"588",2060,"HadGEM2.CC",15.45900358,"rcp45",39.2658690932
"589",2061,"HadGEM2.CC",11.04652403,"rcp45",28.0581710362
"590",2062,"HadGEM2.CC",12.5950611,"rcp45",31.991455194
"591",2063,"HadGEM2.CC",14.63787324,"rcp45",37.1801980296
"592",2064,"HadGEM2.CC",13.375721,"rcp45",33.97433134
"593",2035,"HadGEM2.ES",11.11684194,"rcp45",28.2367785276
"594",2036,"HadGEM2.ES",12.68716707,"rcp45",32.2254043578
"595",2037,"HadGEM2.ES",10.04363299,"rcp45",25.5108277946
"596",2038,"HadGEM2.ES",10.85261672,"rcp45",27.5656464688
"597",2039,"HadGEM2.ES",7.167918253,"rcp45",18.20651236262
"598",2040,"HadGEM2.ES",8.271754049,"rcp45",21.01025528446
"599",2041,"HadGEM2.ES",7.904198042,"rcp45",20.07666302668
"600",2042,"HadGEM2.ES",13.50898989,"rcp45",34.3128343206
"601",2043,"HadGEM2.ES",10.35299034,"rcp45",26.2965954636
"602",2044,"HadGEM2.ES",8.182223093,"rcp45",20.78284665622
"603",2045,"HadGEM2.ES",12.83785176,"rcp45",32.6081434704
"604",2046,"HadGEM2.ES",11.60467714,"rcp45",29.4758799356
"605",2047,"HadGEM2.ES",9.365907045,"rcp45",23.7894038943
"606",2048,"HadGEM2.ES",9.687794873,"rcp45",24.60699897742
"607",2049,"HadGEM2.ES",11.20603907,"rcp45",28.4633392378
"608",2050,"HadGEM2.ES",14.08792716,"rcp45",35.7833349864
"609",2051,"HadGEM2.ES",9.064149244,"rcp45",23.02293907976
"610",2052,"HadGEM2.ES",11.73455629,"rcp45",29.8057729766
"611",2053,"HadGEM2.ES",12.96265161,"rcp45",32.9251350894
"612",2054,"HadGEM2.ES",10.16047872,"rcp45",25.8076159488
"613",2055,"HadGEM2.ES",11.67504815,"rcp45",29.654622301
"614",2056,"HadGEM2.ES",8.413265497,"rcp45",21.36969436238
"615",2057,"HadGEM2.ES",9.84900524,"rcp45",25.0164733096
"616",2058,"HadGEM2.ES",8.9234908,"rcp45",22.665666632
"617",2059,"HadGEM2.ES",9.049806058,"rcp45",22.98650738732
"618",2060,"HadGEM2.ES",10.42600355,"rcp45",26.482049017
"619",2061,"HadGEM2.ES",9.576060248,"rcp45",24.32319302992
"620",2062,"HadGEM2.ES",11.6769136,"rcp45",29.659360544
"621",2063,"HadGEM2.ES",7.759831818,"rcp45",19.70997281772
"622",2064,"HadGEM2.ES",8.427380763,"rcp45",21.40554713802
"623",2035,"MIROC5",8.296018497,"rcp45",21.07188698238
"624",2036,"MIROC5",12.45625035,"rcp45",31.638875889
"625",2037,"MIROC5",10.99637033,"rcp45",27.9307806382
"626",2038,"MIROC5",15.73017144,"rcp45",39.9546354576
"627",2039,"MIROC5",8.304898582,"rcp45",21.09444239828
"628",2040,"MIROC5",9.799908433,"rcp45",24.89176741982
"629",2041,"MIROC5",5.80424241,"rcp45",14.7427757214
"630",2042,"MIROC5",12.16937291,"rcp45",30.9102071914
"631",2043,"MIROC5",18.74011605,"rcp45",47.599894767
"632",2044,"MIROC5",11.72240329,"rcp45",29.7749043566
"633",2045,"MIROC5",5.392131239,"rcp45",13.69601334706
"634",2046,"MIROC5",12.34037651,"rcp45",31.3445563354
"635",2047,"MIROC5",14.49340708,"rcp45",36.8132539832
"636",2048,"MIROC5",15.36651392,"rcp45",39.0309453568
"637",2049,"MIROC5",5.275460486,"rcp45",13.39966963444
"638",2050,"MIROC5",7.345134768,"rcp45",18.65664231072
"639",2051,"MIROC5",6.142097542,"rcp45",15.60092775668
"640",2052,"MIROC5",9.708434455,"rcp45",24.6594235157
"641",2053,"MIROC5",10.75250919,"rcp45",27.3113733426
"642",2054,"MIROC5",15.20565173,"rcp45",38.6223553942
"643",2055,"MIROC5",10.6912215,"rcp45",27.15570261
"644",2056,"MIROC5",9.693507328,"rcp45",24.62150861312
"645",2057,"MIROC5",8.058476424,"rcp45",20.46853011696
"646",2058,"MIROC5",9.190155676,"rcp45",23.34299541704
"647",2059,"MIROC5",15.49224991,"rcp45",39.3503147714
"648",2060,"MIROC5",14.00368894,"rcp45",35.5693699076
"649",2061,"MIROC5",8.535236906,"rcp45",21.67950174124
"650",2062,"MIROC5",5.421168778,"rcp45",13.76976869612
"651",2063,"MIROC5",8.509284384,"rcp45",21.61358233536
"652",2064,"MIROC5",7.700217124,"rcp45",19.55855149496
"653",2035,"ACCESS1.0",9.621400146,"rcp85",24.43835637084
"654",2036,"ACCESS1.0",9.367618366,"rcp85",23.79375064964
"655",2037,"ACCESS1.0",10.34340449,"rcp85",26.2722474046
"656",2038,"ACCESS1.0",11.85699715,"rcp85",30.116772761
"657",2039,"ACCESS1.0",7.513691951,"rcp85",19.08477755554
"658",2040,"ACCESS1.0",8.382447126,"rcp85",21.29141570004
"659",2041,"ACCESS1.0",12.2281639,"rcp85",31.059536306
"660",2042,"ACCESS1.0",9.706875408,"rcp85",24.65546353632
"661",2043,"ACCESS1.0",7.898283837,"rcp85",20.06164094598
"662",2044,"ACCESS1.0",8.087712853,"rcp85",20.54279064662
"663",2045,"ACCESS1.0",6.939133734,"rcp85",17.62539968436
"664",2046,"ACCESS1.0",9.65717,"rcp85",24.5292118
"665",2047,"ACCESS1.0",13.06089596,"rcp85",33.1746757384
"666",2048,"ACCESS1.0",7.773099326,"rcp85",19.74367228804
"667",2049,"ACCESS1.0",9.131239931,"rcp85",23.19334942474
"668",2050,"ACCESS1.0",8.030154213,"rcp85",20.39659170102
"669",2051,"ACCESS1.0",10.61409897,"rcp85",26.9598113838
"670",2052,"ACCESS1.0",12.67961576,"rcp85",32.2062240304
"671",2053,"ACCESS1.0",6.33968719,"rcp85",16.1028054626
"672",2054,"ACCESS1.0",11.71985618,"rcp85",29.7684346972
"673",2055,"ACCESS1.0",7.878575772,"rcp85",20.01158246088
"674",2056,"ACCESS1.0",10.31624517,"rcp85",26.2032627318
"675",2057,"ACCESS1.0",10.64513747,"rcp85",27.0386491738
"676",2058,"ACCESS1.0",5.567857752,"rcp85",14.14235869008
"677",2059,"ACCESS1.0",7.802488748,"rcp85",19.81832141992
"678",2060,"ACCESS1.0",6.845067347,"rcp85",17.38647106138
"679",2061,"ACCESS1.0",9.187379522,"rcp85",23.33594398588
"680",2062,"ACCESS1.0",11.0136449,"rcp85",27.974658046
"681",2063,"ACCESS1.0",5.785017678,"rcp85",14.69394490212
"682",2064,"ACCESS1.0",6.78725944,"rcp85",17.2396389776
"683",2035,"CanESM2",9.892378044,"rcp85",25.12664023176
"684",2036,"CanESM2",10.40284688,"rcp85",26.4232310752
"685",2037,"CanESM2",9.695622896,"rcp85",24.62688215584
"686",2038,"CanESM2",14.55173061,"rcp85",36.9613957494
"687",2039,"CanESM2",11.11783905,"rcp85",28.239311187
"688",2040,"CanESM2",11.83670897,"rcp85",30.0652407838
"689",2041,"CanESM2",14.599391,"rcp85",37.08245314
"690",2042,"CanESM2",11.28120469,"rcp85",28.6542599126
"691",2043,"CanESM2",8.208449121,"rcp85",20.84946076734
"692",2044,"CanESM2",11.44986999,"rcp85",29.0826697746
"693",2045,"CanESM2",18.06212702,"rcp85",45.8778026308
"694",2046,"CanESM2",11.94341984,"rcp85",30.3362863936
"695",2047,"CanESM2",15.42738605,"rcp85",39.185560567
"696",2048,"CanESM2",19.56107635,"rcp85",49.685133929
"697",2049,"CanESM2",13.51701854,"rcp85",34.3332270916
"698",2050,"CanESM2",19.89372903,"rcp85",50.5300717362
"699",2051,"CanESM2",13.42561491,"rcp85",34.1010618714
"700",2052,"CanESM2",10.20959837,"rcp85",25.9323798598
"701",2053,"CanESM2",10.39359093,"rcp85",26.3997209622
"702",2054,"CanESM2",10.90634545,"rcp85",27.702117443
"703",2055,"CanESM2",17.3659047,"rcp85",44.109397938
"704",2056,"CanESM2",9.160860391,"rcp85",23.26858539314
"705",2057,"CanESM2",14.68102471,"rcp85",37.2898027634
"706",2058,"CanESM2",17.80211598,"rcp85",45.2173745892
"707",2059,"CanESM2",16.74141182,"rcp85",42.5231860228
"708",2060,"CanESM2",15.95034819,"rcp85",40.5138844026
"709",2061,"CanESM2",16.54788846,"rcp85",42.0316366884
"710",2062,"CanESM2",16.97285394,"rcp85",43.1110490076
"711",2063,"CanESM2",21.24223171,"rcp85",53.9552685434
"712",2064,"CanESM2",19.77066962,"rcp85",50.2175008348
"713",2035,"CCSM4",5.946949234,"rcp85",15.10525105436
"714",2036,"CCSM4",14.73053383,"rcp85",37.4155559282
"715",2037,"CCSM4",12.71545594,"rcp85",32.2972580876
"716",2038,"CCSM4",12.75139859,"rcp85",32.3885524186
"717",2039,"CCSM4",11.02826589,"rcp85",28.0117953606
"718",2040,"CCSM4",10.67700957,"rcp85",27.1196043078
"719",2041,"CCSM4",7.077559182,"rcp85",17.97700032228
"720",2042,"CCSM4",13.61147211,"rcp85",34.5731391594
"721",2043,"CCSM4",10.95407588,"rcp85",27.8233527352
"722",2044,"CCSM4",10.98009231,"rcp85",27.8894344674
"723",2045,"CCSM4",14.47588744,"rcp85",36.7687540976
"724",2046,"CCSM4",13.61785891,"rcp85",34.5893616314
"725",2047,"CCSM4",11.20893888,"rcp85",28.4707047552
"726",2048,"CCSM4",8.925298363,"rcp85",22.67025784202
"727",2049,"CCSM4",11.11922232,"rcp85",28.2428246928
"728",2050,"CCSM4",7.467890218,"rcp85",18.96844115372
"729",2051,"CCSM4",13.10282227,"rcp85",33.2811685658
"730",2052,"CCSM4",15.34053103,"rcp85",38.9649488162
"731",2053,"CCSM4",9.559986013,"rcp85",24.28236447302
"732",2054,"CCSM4",14.08226535,"rcp85",35.768953989
"733",2055,"CCSM4",8.090269786,"rcp85",20.54928525644
"734",2056,"CCSM4",10.98238409,"rcp85",27.8952555886
"735",2057,"CCSM4",9.93843838,"rcp85",25.2436334852
"736",2058,"CCSM4",19.41461357,"rcp85",49.3131184678
"737",2059,"CCSM4",11.09972771,"rcp85",28.1933083834
"738",2060,"CCSM4",8.651743741,"rcp85",21.97542910214
"739",2061,"CCSM4",14.46444973,"rcp85",36.7397023142
"740",2062,"CCSM4",13.8047561,"rcp85",35.064080494
"741",2063,"CCSM4",14.97831878,"rcp85",38.0449297012
"742",2064,"CCSM4",10.45218459,"rcp85",26.5485488586
"743",2035,"CESM1.BGC",12.31992096,"rcp85",31.2925992384
"744",2036,"CESM1.BGC",9.603614032,"rcp85",24.39317964128
"745",2037,"CESM1.BGC",8.356702631,"rcp85",21.22602468274
"746",2038,"CESM1.BGC",14.01672281,"rcp85",35.6024759374
"747",2039,"CESM1.BGC",15.53341289,"rcp85",39.4548687406
"748",2040,"CESM1.BGC",14.93513933,"rcp85",37.9352538982
"749",2041,"CESM1.BGC",14.88454046,"rcp85",37.8067327684
"750",2042,"CESM1.BGC",9.687938624,"rcp85",24.60736410496
"751",2043,"CESM1.BGC",10.4022768,"rcp85",26.421783072
"752",2044,"CESM1.BGC",13.56473471,"rcp85",34.4544261634
"753",2045,"CESM1.BGC",12.83376854,"rcp85",32.5977720916
"754",2046,"CESM1.BGC",7.658108983,"rcp85",19.45159681682
"755",2047,"CESM1.BGC",7.948561164,"rcp85",20.18934535656
"756",2048,"CESM1.BGC",9.429827496,"rcp85",23.95176183984
"757",2049,"CESM1.BGC",11.48154961,"rcp85",29.1631360094
"758",2050,"CESM1.BGC",10.86124047,"rcp85",27.5875507938
"759",2051,"CESM1.BGC",7.040374405,"rcp85",17.8825509887
"760",2052,"CESM1.BGC",10.06359167,"rcp85",25.5615228418
"761",2053,"CESM1.BGC",9.230992314,"rcp85",23.44672047756
"762",2054,"CESM1.BGC",9.274152834,"rcp85",23.55634819836
"763",2055,"CESM1.BGC",11.9474658,"rcp85",30.346563132
"764",2056,"CESM1.BGC",10.32203236,"rcp85",26.2179621944
"765",2057,"CESM1.BGC",17.0865368,"rcp85",43.399803472
"766",2058,"CESM1.BGC",14.76872001,"rcp85",37.5125488254
"767",2059,"CESM1.BGC",5.559555827,"rcp85",14.12127180058
"768",2060,"CESM1.BGC",14.96221487,"rcp85",38.0040257698
"769",2061,"CESM1.BGC",8.179355701,"rcp85",20.77556348054
"770",2062,"CESM1.BGC",16.39462353,"rcp85",41.6423437662
"771",2063,"CESM1.BGC",10.51769524,"rcp85",26.7149459096
"772",2064,"CESM1.BGC",12.5666813,"rcp85",31.919370502
"773",2035,"CMCC.CMS",13.73958736,"rcp85",34.8985518944
"774",2036,"CMCC.CMS",14.83665864,"rcp85",37.6851129456
"775",2037,"CMCC.CMS",11.45071664,"rcp85",29.0848202656
"776",2038,"CMCC.CMS",9.996733661,"rcp85",25.39170349894
"777",2039,"CMCC.CMS",9.693974228,"rcp85",24.62269453912
"778",2040,"CMCC.CMS",6.818328631,"rcp85",17.31855472274
"779",2041,"CMCC.CMS",11.66617599,"rcp85",29.6320870146
"780",2042,"CMCC.CMS",11.02351531,"rcp85",27.9997288874
"781",2043,"CMCC.CMS",16.09527094,"rcp85",40.8819881876
"782",2044,"CMCC.CMS",10.28747229,"rcp85",26.1301796166
"783",2045,"CMCC.CMS",9.611589603,"rcp85",24.41343759162
"784",2046,"CMCC.CMS",10.79962193,"rcp85",27.4310397022
"785",2047,"CMCC.CMS",8.773306367,"rcp85",22.28419817218
"786",2048,"CMCC.CMS",10.0385135,"rcp85",25.49782429
"787",2049,"CMCC.CMS",6.240745582,"rcp85",15.85149377828
"788",2050,"CMCC.CMS",14.96819094,"rcp85",38.0192049876
"789",2051,"CMCC.CMS",10.11443083,"rcp85",25.6906543082
"790",2052,"CMCC.CMS",12.94291177,"rcp85",32.8749958958
"791",2053,"CMCC.CMS",10.50755047,"rcp85",26.6891781938
"792",2054,"CMCC.CMS",12.96040449,"rcp85",32.9194274046
"793",2055,"CMCC.CMS",9.67286938,"rcp85",24.5690882252
"794",2056,"CMCC.CMS",9.884532025,"rcp85",25.1067113435
"795",2057,"CMCC.CMS",8.978259013,"rcp85",22.80477789302
"796",2058,"CMCC.CMS",12.31431894,"rcp85",31.2783701076
"797",2059,"CMCC.CMS",13.88420817,"rcp85",35.2658887518
"798",2060,"CMCC.CMS",8.918007496,"rcp85",22.65173903984
"799",2061,"CMCC.CMS",13.14647061,"rcp85",33.3920353494
"800",2062,"CMCC.CMS",10.15986895,"rcp85",25.806067133
"801",2063,"CMCC.CMS",7.444967889,"rcp85",18.91021843806
"802",2064,"CMCC.CMS",11.08495687,"rcp85",28.1557904498
"803",2035,"CNRM.CM5",10.20159991,"rcp85",25.9120637714
"804",2036,"CNRM.CM5",11.89637894,"rcp85",30.2168025076
"805",2037,"CNRM.CM5",10.6278414,"rcp85",26.994717156
"806",2038,"CNRM.CM5",15.70525438,"rcp85",39.8913461252
"807",2039,"CNRM.CM5",9.923111664,"rcp85",25.20470362656
"808",2040,"CNRM.CM5",11.0282026,"rcp85",28.011634604
"809",2041,"CNRM.CM5",8.906810738,"rcp85",22.62329927452
"810",2042,"CNRM.CM5",10.53593871,"rcp85",26.7612843234
"811",2043,"CNRM.CM5",15.12863421,"rcp85",38.4267308934
"812",2044,"CNRM.CM5",9.801345312,"rcp85",24.89541709248
"813",2045,"CNRM.CM5",8.567571197,"rcp85",21.76163084038
"814",2046,"CNRM.CM5",14.28596962,"rcp85",36.2863628348
"815",2047,"CNRM.CM5",11.56194232,"rcp85",29.3673334928
"816",2048,"CNRM.CM5",11.77282689,"rcp85",29.9029803006
"817",2049,"CNRM.CM5",13.55069709,"rcp85",34.4187706086
"818",2050,"CNRM.CM5",17.43605212,"rcp85",44.2875723848
"819",2051,"CNRM.CM5",15.00260573,"rcp85",38.1066185542
"820",2052,"CNRM.CM5",9.596465832,"rcp85",24.37502321328
"821",2053,"CNRM.CM5",9.850197658,"rcp85",25.01950205132
"822",2054,"CNRM.CM5",12.70573913,"rcp85",32.2725773902
"823",2055,"CNRM.CM5",9.497676388,"rcp85",24.12409802552
"824",2056,"CNRM.CM5",14.92465873,"rcp85",37.9086331742
"825",2057,"CNRM.CM5",11.29241548,"rcp85",28.6827353192
"826",2058,"CNRM.CM5",12.72078465,"rcp85",32.310793011
"827",2059,"CNRM.CM5",12.08431543,"rcp85",30.6941611922
"828",2060,"CNRM.CM5",10.78023116,"rcp85",27.3817871464
"829",2061,"CNRM.CM5",11.47302974,"rcp85",29.1414955396
"830",2062,"CNRM.CM5",8.25032349,"rcp85",20.9558216646
"831",2063,"CNRM.CM5",13.90068219,"rcp85",35.3077327626
"832",2064,"CNRM.CM5",9.473236487,"rcp85",24.06202067698
"833",2035,"GFDL.CM3",12.67699743,"rcp85",32.1995734722
"834",2036,"GFDL.CM3",10.90408439,"rcp85",27.6963743506
"835",2037,"GFDL.CM3",13.27815075,"rcp85",33.726502905
"836",2038,"GFDL.CM3",11.64081061,"rcp85",29.5676589494
"837",2039,"GFDL.CM3",11.00220832,"rcp85",27.9456091328
"838",2040,"GFDL.CM3",7.96557276,"rcp85",20.2325548104
"839",2041,"GFDL.CM3",9.515662384,"rcp85",24.16978245536
"840",2042,"GFDL.CM3",7.849483483,"rcp85",19.93768804682
"841",2043,"GFDL.CM3",10.77194961,"rcp85",27.3607520094
