"","year","model","temp","scenario","tempC"
"240",1975,"GFDL.CM3",62.21113586,"hist",16.7839643666667
"241",1976,"GFDL.CM3",65.31394959,"hist",18.5077497722222
"242",1977,"GFDL.CM3",64.21663666,"hist",17.8981314777778
"243",1978,"GFDL.CM3",63.10696411,"hist",17.2816467277778
"244",1979,"GFDL.CM3",64.34451294,"hist",17.9691738555556
"245",1980,"GFDL.CM3",63.10350037,"hist",17.2797224277778
"246",1981,"GFDL.CM3",64.88691711,"hist",18.2705095055556
"247",1982,"GFDL.CM3",62.63163757,"hist",17.0175764277778
"248",1983,"GFDL.CM3",61.92236328,"hist",16.6235351555556
"249",1984,"GFDL.CM3",63.73466492,"hist",17.6303694
"250",1985,"GFDL.CM3",64.29283142,"hist",17.9404619
"251",1986,"GFDL.CM3",65.30828857,"hist",18.5046047611111
"252",1987,"GFDL.CM3",63.18348312,"hist",17.3241572888889
"253",1988,"GFDL.CM3",65.84096527,"hist",18.8005362611111
"254",1989,"GFDL.CM3",63.37360382,"hist",17.4297799
"255",1990,"GFDL.CM3",64.89021301,"hist",18.2723405611111
"256",1991,"GFDL.CM3",65.40261078,"hist",18.5570059888889
"257",1960,"HadGEM2.CC",62.83103943,"hist",17.1283552388889
"258",1961,"HadGEM2.CC",61.8007431,"hist",16.5559683888889
"259",1962,"HadGEM2.CC",64.10919189,"hist",17.8384399388889
"260",1963,"HadGEM2.CC",62.02481079,"hist",16.6804504388889
"261",1964,"HadGEM2.CC",63.59975433,"hist",17.5554190722222
"262",1965,"HadGEM2.CC",61.15584564,"hist",16.1976920222222
"263",1966,"HadGEM2.CC",63.00050354,"hist",17.2225019666667
"264",1967,"HadGEM2.CC",61.0140152,"hist",16.1188973333333
"265",1968,"HadGEM2.CC",63.01847076,"hist",17.2324837555556
"266",1969,"HadGEM2.CC",64.10775757,"hist",17.8376430944444
"267",1970,"HadGEM2.CC",64.58204651,"hist",18.10113695
"268",1971,"HadGEM2.CC",62.1055603,"hist",16.7253112777778
"269",1972,"HadGEM2.CC",63.41024017,"hist",17.4501334277778
"270",1973,"HadGEM2.CC",63.61513519,"hist",17.5639639944444
"271",1974,"HadGEM2.CC",65.72566223,"hist",18.7364790166667
"272",1975,"HadGEM2.CC",61.83974457,"hist",16.5776358722222
"273",1976,"HadGEM2.CC",67.08786011,"hist",19.4932556166667
"274",1977,"HadGEM2.CC",63.15700531,"hist",17.3094473944444
"275",1978,"HadGEM2.CC",65.55351257,"hist",18.6408403166667
"276",1979,"HadGEM2.CC",64.60577393,"hist",18.11431885
"277",1980,"HadGEM2.CC",63.42820358,"hist",17.4601131
"278",1981,"HadGEM2.CC",64.77166748,"hist",18.2064819333333
"279",1982,"HadGEM2.CC",64.33380127,"hist",17.9632229277778
